job_title,salary_usd,experience_level,employment_type,company_size,remote_ratio,education_required,years_experience,industry,posting_date,benefits_score,country,exp_label,exp_order,size_label,size_order,post_year,post_month,post_ym
Computer Vision Engineer,148647.0,SE,FL,S,100,PhD,7,Technology,2024-06-11,8.6,DENMARK,Senior (SE),3,Small (S),1,2024,6,2024-06
Data Scientist,128426.0,EX,FL,L,0,Master,15,Education,2024-02-10,7.1,INDIA,Expert (EX),4,Large (L),3,2024,2,2024-02
Head of AI,90332.0,MI,FL,S,50,Associate,4,Gaming,2024-03-20,5.0,FRANCE,Mid (MI),2,Small (S),1,2024,3,2024-03
Data Analyst,96865.0,SE,FL,S,100,Bachelor,6,Real Estate,2024-03-01,7.2,AUSTRALIA,Senior (SE),3,Small (S),1,2024,3,2024-03
Machine Learning Engineer,128091.0,SE,FT,L,0,Associate,5,Education,2024-01-29,9.2,AUSTRALIA,Senior (SE),3,Large (L),3,2024,1,2024-01
Computer Vision Engineer,99134.0,EN,FL,L,100,Master,1,Healthcare,2024-06-15,6.7,SWITZERLAND,Entry (EN),1,Large (L),3,2024,6,2024-06
NLP Engineer,47387.0,EN,PT,M,0,Bachelor,1,Finance,2024-05-07,6.1,IRELAND,Entry (EN),1,Medium (M),2,2024,5,2024-05
Research Scientist,102177.0,MI,CT,L,0,Bachelor,4,Retail,2024-06-19,9.1,AUSTRALIA,Mid (MI),2,Large (L),3,2024,6,2024-06
Deep Learning Engineer,138684.0,EX,FL,M,50,Bachelor,18,Manufacturing,2024-02-22,5.0,FRANCE,Expert (EX),4,Medium (M),2,2024,2,2024-02
Autonomous Systems Engineer,150847.0,SE,FL,M,100,Bachelor,7,Consulting,2024-06-06,8.8,UNITED STATES,Senior (SE),3,Medium (M),2,2024,6,2024-06
Data Scientist,125214.0,MI,FT,S,0,Master,4,Telecommunications,2025-01-21,8.6,SWITZERLAND,Mid (MI),2,Small (S),1,2025,1,2025-01
Data Analyst,193277.0,EX,CT,M,50,PhD,19,Telecommunications,2024-03-22,5.6,SWEDEN,Expert (EX),4,Medium (M),2,2024,3,2024-03
Deep Learning Engineer,72648.0,MI,FL,M,50,Master,4,Gaming,2024-02-21,7.1,AUSTRIA,Mid (MI),2,Medium (M),2,2024,2,2024-02
AI Consultant,76525.0,EN,FL,S,0,Associate,1,Government,2025-01-06,7.8,UNITED STATES,Entry (EN),1,Small (S),1,2025,1,2025-01
Data Scientist,121175.0,SE,FL,S,50,Associate,8,Healthcare,2024-09-27,8.8,NORWAY,Senior (SE),3,Small (S),1,2024,9,2024-09
Research Scientist,64975.0,EN,PT,L,100,Bachelor,0,Healthcare,2025-02-25,5.2,AUSTRIA,Entry (EN),1,Large (L),3,2025,2,2025-02
ML Ops Engineer,118932.0,SE,PT,S,50,Associate,9,Transportation,2024-09-16,9.8,FRANCE,Senior (SE),3,Small (S),1,2024,9,2024-09
Research Scientist,35113.0,EN,FT,S,0,Bachelor,1,Transportation,2024-08-01,7.2,JAPAN,Entry (EN),1,Small (S),1,2024,8,2024-08
NLP Engineer,183130.0,EX,FL,L,100,Associate,18,Manufacturing,2024-04-29,5.1,INDIA,Expert (EX),4,Large (L),3,2024,4,2024-04
Computer Vision Engineer,136104.0,EX,CT,S,50,Bachelor,15,Manufacturing,2024-04-22,6.4,CANADA,Expert (EX),4,Small (S),1,2024,4,2024-04
Machine Learning Engineer,42288.0,EN,PT,L,0,Bachelor,1,Real Estate,2024-02-12,7.5,INDIA,Entry (EN),1,Large (L),3,2024,2,2024-02
ML Ops Engineer,105817.0,SE,FT,M,0,PhD,5,Retail,2024-10-07,6.3,ISRAEL,Senior (SE),3,Medium (M),2,2024,10,2024-10
Machine Learning Researcher,70552.0,MI,CT,S,0,Master,3,Consulting,2024-01-02,8.4,FRANCE,Mid (MI),2,Small (S),1,2024,1,2024-01
Machine Learning Engineer,89190.0,EN,FT,L,100,Associate,0,Education,2024-05-29,9.9,UNITED KINGDOM,Entry (EN),1,Large (L),3,2024,5,2024-05
Data Engineer,93794.0,SE,CT,S,0,Associate,9,Automotive,2025-03-10,6.2,SWEDEN,Senior (SE),3,Small (S),1,2025,3,2025-03
AI Specialist,45881.0,EN,CT,S,0,PhD,1,Real Estate,2025-04-19,8.8,JAPAN,Entry (EN),1,Small (S),1,2025,4,2025-04
Data Scientist,221753.0,EX,FT,L,100,Bachelor,14,Transportation,2024-12-06,9.8,UNITED STATES,Expert (EX),4,Large (L),3,2024,12,2024-12
Data Engineer,68107.0,MI,FT,M,100,Master,4,Real Estate,2024-09-09,7.6,JAPAN,Mid (MI),2,Medium (M),2,2024,9,2024-09
Head of AI,51401.0,MI,FT,S,50,Bachelor,4,Finance,2025-04-28,6.1,IRELAND,Mid (MI),2,Small (S),1,2025,4,2025-04
Research Scientist,111197.0,MI,FT,M,0,Master,2,Consulting,2024-04-21,5.5,DENMARK,Mid (MI),2,Medium (M),2,2024,4,2024-04
Deep Learning Engineer,80192.0,EN,CT,L,100,Associate,0,Healthcare,2024-03-25,5.7,CANADA,Entry (EN),1,Large (L),3,2024,3,2024-03
AI Product Manager,67664.0,EN,FT,M,100,PhD,1,Media,2024-03-21,8.1,GERMANY,Entry (EN),1,Medium (M),2,2024,3,2024-03
AI Specialist,125240.0,SE,PT,L,50,PhD,7,Healthcare,2024-06-21,5.9,NETHERLANDS,Senior (SE),3,Large (L),3,2024,6,2024-06
Research Scientist,278659.0,EX,PT,M,50,Bachelor,12,Education,2024-01-16,6.3,SWITZERLAND,Expert (EX),4,Medium (M),2,2024,1,2024-01
AI Research Scientist,99280.0,MI,CT,M,50,Master,4,Finance,2025-03-20,5.3,SWEDEN,Mid (MI),2,Medium (M),2,2025,3,2025-03
Principal Data Scientist,122366.0,EX,FT,S,100,Master,16,Gaming,2024-05-25,7.8,IRELAND,Expert (EX),4,Small (S),1,2024,5,2024-05
Research Scientist,226076.0,EX,FL,S,100,PhD,19,Healthcare,2025-01-10,9.9,GERMANY,Expert (EX),4,Small (S),1,2025,1,2025-01
AI Software Engineer,99989.0,MI,CT,L,100,Associate,3,Consulting,2024-01-30,7.3,CANADA,Mid (MI),2,Large (L),3,2024,1,2024-01
AI Architect,83404.0,SE,FT,S,100,Associate,8,Retail,2024-06-13,5.1,SOUTH KOREA,Senior (SE),3,Small (S),1,2024,6,2024-06
Research Scientist,42838.0,EN,CT,S,100,Bachelor,0,Finance,2024-09-28,5.8,CHINA,Entry (EN),1,Small (S),1,2024,9,2024-09
AI Architect,67910.0,MI,CT,S,50,Master,4,Government,2024-08-02,6.2,JAPAN,Mid (MI),2,Small (S),1,2024,8,2024-08
Deep Learning Engineer,109005.0,EX,FL,S,50,Bachelor,11,Gaming,2024-03-07,8.0,JAPAN,Expert (EX),4,Small (S),1,2024,3,2024-03
Head of AI,81792.0,MI,CT,M,0,Bachelor,4,Energy,2024-04-04,5.4,SINGAPORE,Mid (MI),2,Medium (M),2,2024,4,2024-04
Data Engineer,104155.0,SE,FL,L,100,Bachelor,8,Education,2024-12-16,6.8,INDIA,Senior (SE),3,Large (L),3,2024,12,2024-12
Robotics Engineer,76613.0,MI,PT,M,100,PhD,2,Consulting,2024-08-04,6.7,IRELAND,Mid (MI),2,Medium (M),2,2024,8,2024-08
AI Specialist,68501.0,MI,PT,M,0,Associate,4,Manufacturing,2024-08-28,7.8,AUSTRIA,Mid (MI),2,Medium (M),2,2024,8,2024-08
Data Analyst,133631.0,MI,FT,M,100,Master,2,Telecommunications,2024-04-23,6.4,SWITZERLAND,Mid (MI),2,Medium (M),2,2024,4,2024-04
Principal Data Scientist,79199.0,EN,PT,S,0,Associate,1,Finance,2025-01-03,5.8,UNITED STATES,Entry (EN),1,Small (S),1,2025,1,2025-01
Robotics Engineer,97492.0,EN,CT,M,50,Master,1,Manufacturing,2024-03-17,8.4,DENMARK,Entry (EN),1,Medium (M),2,2024,3,2024-03
Data Analyst,194251.0,SE,FL,L,100,PhD,7,Retail,2024-02-25,9.5,UNITED STATES,Senior (SE),3,Large (L),3,2024,2,2024-02
Data Scientist,65984.0,EN,CT,S,100,PhD,0,Retail,2024-01-08,9.9,UNITED KINGDOM,Entry (EN),1,Small (S),1,2024,1,2024-01
Deep Learning Engineer,139477.0,SE,CT,L,50,Bachelor,8,Education,2024-11-26,8.3,CANADA,Senior (SE),3,Large (L),3,2024,11,2024-11
AI Research Scientist,97119.0,MI,CT,M,50,Bachelor,3,Energy,2024-09-12,9.0,SWEDEN,Mid (MI),2,Medium (M),2,2024,9,2024-09
Research Scientist,251256.0,EX,PT,M,0,PhD,14,Gaming,2024-07-17,8.3,SWEDEN,Expert (EX),4,Medium (M),2,2024,7,2024-07
AI Specialist,38954.0,EN,FL,M,50,Associate,1,Technology,2024-05-09,9.2,INDIA,Entry (EN),1,Medium (M),2,2024,5,2024-05
Robotics Engineer,86190.0,MI,FL,L,0,Bachelor,4,Consulting,2025-01-01,8.7,CHINA,Mid (MI),2,Large (L),3,2025,1,2025-01
AI Product Manager,192934.0,EX,PT,M,0,Associate,16,Technology,2024-01-02,6.0,UNITED KINGDOM,Expert (EX),4,Medium (M),2,2024,1,2024-01
Data Engineer,111787.0,MI,CT,M,100,Bachelor,2,Gaming,2025-04-22,8.1,NORWAY,Mid (MI),2,Medium (M),2,2025,4,2025-04
Principal Data Scientist,88041.0,MI,CT,M,100,Associate,2,Finance,2024-11-23,8.9,AUSTRALIA,Mid (MI),2,Medium (M),2,2024,11,2024-11
Machine Learning Engineer,97147.0,EN,PT,L,100,PhD,0,Technology,2024-11-05,9.7,NORWAY,Entry (EN),1,Large (L),3,2024,11,2024-11
Principal Data Scientist,47416.0,EN,CT,L,100,PhD,1,Energy,2024-05-13,6.1,CHINA,Entry (EN),1,Large (L),3,2024,5,2024-05
AI Architect,87852.0,SE,FT,L,100,Master,8,Media,2024-01-13,5.1,SOUTH KOREA,Senior (SE),3,Large (L),3,2024,1,2024-01
AI Architect,69059.0,EN,PT,M,0,Associate,1,Manufacturing,2024-05-08,9.9,SWEDEN,Entry (EN),1,Medium (M),2,2024,5,2024-05
Robotics Engineer,115644.0,MI,FL,S,0,Master,4,Telecommunications,2024-05-10,5.2,UNITED STATES,Mid (MI),2,Small (S),1,2024,5,2024-05
Data Analyst,124458.0,MI,CT,S,100,Master,4,Technology,2024-09-19,9.2,NORWAY,Mid (MI),2,Small (S),1,2024,9,2024-09
NLP Engineer,173812.0,EX,CT,L,100,Master,11,Education,2024-01-29,7.3,ISRAEL,Expert (EX),4,Large (L),3,2024,1,2024-01
Autonomous Systems Engineer,143487.0,SE,FT,L,0,PhD,7,Consulting,2024-07-03,8.6,UNITED KINGDOM,Senior (SE),3,Large (L),3,2024,7,2024-07
AI Specialist,85103.0,EN,FT,M,100,Associate,0,Media,2024-09-08,6.8,SINGAPORE,Entry (EN),1,Medium (M),2,2024,9,2024-09
Machine Learning Engineer,37521.0,EN,PT,M,100,Master,1,Education,2024-11-16,9.2,AUSTRIA,Entry (EN),1,Medium (M),2,2024,11,2024-11
AI Product Manager,38632.0,EN,PT,M,0,Associate,0,Media,2025-01-03,8.1,CHINA,Entry (EN),1,Medium (M),2,2025,1,2025-01
NLP Engineer,65713.0,EN,CT,L,0,PhD,1,Healthcare,2024-12-09,8.2,AUSTRALIA,Entry (EN),1,Large (L),3,2024,12,2024-12
AI Research Scientist,123746.0,EN,PT,L,100,PhD,0,Automotive,2025-01-19,9.4,SWITZERLAND,Entry (EN),1,Large (L),3,2025,1,2025-01
AI Product Manager,68921.0,EN,PT,M,0,Bachelor,1,Real Estate,2024-03-23,7.0,GERMANY,Entry (EN),1,Medium (M),2,2024,3,2024-03
AI Software Engineer,79765.0,EN,FT,L,0,Bachelor,0,Gaming,2025-04-13,8.6,NORWAY,Entry (EN),1,Large (L),3,2025,4,2025-04
Robotics Engineer,98308.0,MI,PT,S,0,Master,4,Energy,2024-08-29,5.5,NORWAY,Mid (MI),2,Small (S),1,2024,8,2024-08
Deep Learning Engineer,100441.0,MI,FT,S,50,PhD,4,Automotive,2025-02-19,6.9,SINGAPORE,Mid (MI),2,Small (S),1,2025,2,2025-02
Computer Vision Engineer,184862.0,SE,PT,L,50,Bachelor,6,Government,2025-02-14,6.6,DENMARK,Senior (SE),3,Large (L),3,2025,2,2025-02
AI Research Scientist,64177.0,EN,PT,L,50,PhD,1,Energy,2024-11-13,8.6,AUSTRALIA,Entry (EN),1,Large (L),3,2024,11,2024-11
AI Research Scientist,114858.0,SE,CT,L,50,Master,5,Telecommunications,2024-10-11,10.0,IRELAND,Senior (SE),3,Large (L),3,2024,10,2024-10
Head of AI,60185.0,MI,FT,M,0,PhD,3,Transportation,2024-09-29,9.5,ISRAEL,Mid (MI),2,Medium (M),2,2024,9,2024-09
ML Ops Engineer,44804.0,EN,PT,M,0,Bachelor,0,Energy,2024-05-07,6.8,JAPAN,Entry (EN),1,Medium (M),2,2024,5,2024-05
AI Consultant,91855.0,EN,PT,M,0,PhD,1,Education,2024-08-23,8.6,NORWAY,Entry (EN),1,Medium (M),2,2024,8,2024-08
Robotics Engineer,55969.0,EN,FL,L,0,Bachelor,0,Real Estate,2024-10-17,8.8,FINLAND,Entry (EN),1,Large (L),3,2024,10,2024-10
ML Ops Engineer,105548.0,MI,CT,M,50,Master,3,Technology,2025-02-12,5.9,SINGAPORE,Mid (MI),2,Medium (M),2,2025,2,2025-02
NLP Engineer,65236.0,EN,PT,L,0,PhD,1,Technology,2024-01-24,9.3,UNITED KINGDOM,Entry (EN),1,Large (L),3,2024,1,2024-01
Deep Learning Engineer,147824.0,MI,FL,L,100,PhD,3,Automotive,2024-05-26,9.1,NORWAY,Mid (MI),2,Large (L),3,2024,5,2024-05
Head of AI,132803.0,EX,FT,S,100,Bachelor,10,Media,2024-12-10,6.7,CANADA,Expert (EX),4,Small (S),1,2024,12,2024-12
NLP Engineer,55722.0,MI,PT,M,100,Master,3,Energy,2024-03-12,5.5,IRELAND,Mid (MI),2,Medium (M),2,2024,3,2024-03
Research Scientist,115853.0,MI,FT,M,50,Master,4,Consulting,2024-08-02,7.5,NORWAY,Mid (MI),2,Medium (M),2,2024,8,2024-08
Machine Learning Engineer,58783.0,MI,PT,L,50,Master,4,Education,2024-02-03,5.4,INDIA,Mid (MI),2,Large (L),3,2024,2,2024-02
NLP Engineer,158653.0,EX,CT,L,100,Associate,11,Gaming,2025-03-11,8.3,JAPAN,Expert (EX),4,Large (L),3,2025,3,2025-03
Principal Data Scientist,68998.0,MI,FL,S,50,Associate,2,Real Estate,2024-04-18,5.2,GERMANY,Mid (MI),2,Small (S),1,2024,4,2024-04
Principal Data Scientist,152966.0,EX,CT,M,100,Bachelor,16,Consulting,2025-01-08,7.4,FRANCE,Expert (EX),4,Medium (M),2,2025,1,2025-01
AI Consultant,144927.0,SE,CT,M,50,Associate,7,Manufacturing,2024-12-03,6.4,DENMARK,Senior (SE),3,Medium (M),2,2024,12,2024-12
Head of AI,76981.0,EN,CT,M,100,Associate,1,Technology,2024-09-28,8.9,AUSTRALIA,Entry (EN),1,Medium (M),2,2024,9,2024-09
Machine Learning Researcher,69209.0,SE,FT,S,100,PhD,6,Manufacturing,2025-04-19,7.2,AUSTRIA,Senior (SE),3,Small (S),1,2025,4,2025-04
Deep Learning Engineer,63242.0,EN,PT,L,0,Master,0,Consulting,2024-02-05,7.7,FINLAND,Entry (EN),1,Large (L),3,2024,2,2024-02
Machine Learning Engineer,115982.0,EX,FL,L,100,Associate,18,Gaming,2024-05-04,7.0,INDIA,Expert (EX),4,Large (L),3,2024,5,2024-05
Machine Learning Researcher,118035.0,SE,FL,M,0,PhD,5,Transportation,2024-04-13,9.1,GERMANY,Senior (SE),3,Medium (M),2,2024,4,2024-04
AI Consultant,64286.0,EN,CT,S,0,Bachelor,0,Education,2024-08-13,7.9,NETHERLANDS,Entry (EN),1,Small (S),1,2024,8,2024-08
Research Scientist,50664.0,EN,FL,S,50,Bachelor,0,Education,2024-04-15,5.8,INDIA,Entry (EN),1,Small (S),1,2024,4,2024-04
AI Consultant,198074.0,EX,FT,M,0,Bachelor,19,Education,2024-12-12,5.5,SINGAPORE,Expert (EX),4,Medium (M),2,2024,12,2024-12
Data Analyst,144165.0,EX,PT,S,50,Master,16,Energy,2025-01-04,5.9,SOUTH KOREA,Expert (EX),4,Small (S),1,2025,1,2025-01
ML Ops Engineer,80403.0,EN,FT,L,50,PhD,1,Telecommunications,2024-03-15,8.0,SWEDEN,Entry (EN),1,Large (L),3,2024,3,2024-03
Robotics Engineer,223470.0,EX,FT,L,100,Bachelor,13,Gaming,2024-01-16,7.7,SWITZERLAND,Expert (EX),4,Large (L),3,2024,1,2024-01
AI Product Manager,168136.0,EX,CT,M,0,Bachelor,11,Government,2024-09-10,6.3,CHINA,Expert (EX),4,Medium (M),2,2024,9,2024-09
AI Software Engineer,70045.0,MI,CT,S,0,Bachelor,4,Automotive,2024-04-02,7.0,SWEDEN,Mid (MI),2,Small (S),1,2024,4,2024-04
Machine Learning Engineer,119543.0,SE,CT,M,100,Master,5,Transportation,2024-05-04,9.2,CANADA,Senior (SE),3,Medium (M),2,2024,5,2024-05
NLP Engineer,62707.0,MI,FT,L,100,Associate,2,Finance,2024-04-02,9.5,CHINA,Mid (MI),2,Large (L),3,2024,4,2024-04
AI Architect,51326.0,MI,FT,M,100,Master,2,Education,2024-02-15,8.1,CHINA,Mid (MI),2,Medium (M),2,2024,2,2024-02
AI Specialist,358673.0,EX,CT,L,0,Master,19,Automotive,2025-03-05,5.0,DENMARK,Expert (EX),4,Large (L),3,2025,3,2025-03
Machine Learning Engineer,102915.0,MI,CT,S,50,PhD,2,Telecommunications,2024-03-06,7.5,SWITZERLAND,Mid (MI),2,Small (S),1,2024,3,2024-03
Data Analyst,34670.0,EN,CT,S,0,PhD,0,Energy,2025-04-15,9.6,INDIA,Entry (EN),1,Small (S),1,2025,4,2025-04
Computer Vision Engineer,131755.0,SE,FT,M,100,Associate,9,Real Estate,2024-09-12,9.3,UNITED STATES,Senior (SE),3,Medium (M),2,2024,9,2024-09
Autonomous Systems Engineer,160415.0,EX,CT,M,50,Bachelor,14,Automotive,2024-12-02,9.7,AUSTRALIA,Expert (EX),4,Medium (M),2,2024,12,2024-12
Machine Learning Researcher,67297.0,SE,FL,S,50,Master,6,Telecommunications,2025-01-11,5.7,AUSTRIA,Senior (SE),3,Small (S),1,2025,1,2025-01
Research Scientist,184807.0,SE,PT,L,100,Bachelor,6,Finance,2024-03-15,5.8,DENMARK,Senior (SE),3,Large (L),3,2024,3,2024-03
Autonomous Systems Engineer,84513.0,MI,FT,L,0,PhD,4,Media,2025-04-28,7.7,ISRAEL,Mid (MI),2,Large (L),3,2025,4,2025-04
AI Specialist,90397.0,SE,PT,L,100,Bachelor,9,Gaming,2024-03-08,7.3,CHINA,Senior (SE),3,Large (L),3,2024,3,2024-03
NLP Engineer,74108.0,EN,FT,M,0,PhD,1,Gaming,2024-07-26,6.1,UNITED KINGDOM,Entry (EN),1,Medium (M),2,2024,7,2024-07
AI Specialist,90621.0,SE,CT,L,50,PhD,6,Finance,2025-02-03,7.6,CHINA,Senior (SE),3,Large (L),3,2025,2,2025-02
Machine Learning Researcher,148650.0,SE,FL,L,0,PhD,5,Technology,2024-04-23,9.7,AUSTRALIA,Senior (SE),3,Large (L),3,2024,4,2024-04
ML Ops Engineer,126348.0,MI,FT,L,100,PhD,4,Manufacturing,2024-08-08,7.8,UNITED STATES,Mid (MI),2,Large (L),3,2024,8,2024-08
Data Engineer,260042.0,EX,FT,L,100,PhD,15,Media,2024-11-03,8.5,GERMANY,Expert (EX),4,Large (L),3,2024,11,2024-11
AI Architect,188343.0,EX,FT,L,50,Associate,13,Consulting,2024-07-25,7.7,UNITED STATES,Expert (EX),4,Large (L),3,2024,7,2024-07
Data Scientist,137045.0,EX,FL,S,0,Bachelor,15,Transportation,2024-01-04,9.2,AUSTRALIA,Expert (EX),4,Small (S),1,2024,1,2024-01
Machine Learning Engineer,76056.0,MI,PT,M,100,PhD,2,Media,2025-04-14,5.5,INDIA,Mid (MI),2,Medium (M),2,2025,4,2025-04
Data Scientist,59732.0,MI,FL,L,50,PhD,3,Technology,2024-04-27,8.7,IRELAND,Mid (MI),2,Large (L),3,2024,4,2024-04
Research Scientist,235795.0,EX,FL,L,0,Master,16,Manufacturing,2024-03-23,7.5,NETHERLANDS,Expert (EX),4,Large (L),3,2024,3,2024-03
Principal Data Scientist,147155.0,EX,FT,M,0,Master,15,Real Estate,2024-02-27,8.5,INDIA,Expert (EX),4,Medium (M),2,2024,2,2024-02
ML Ops Engineer,98870.0,SE,FL,M,100,Associate,5,Gaming,2024-06-22,5.9,INDIA,Senior (SE),3,Medium (M),2,2024,6,2024-06
AI Software Engineer,136144.0,SE,FL,S,50,Master,5,Finance,2025-04-30,8.8,SWITZERLAND,Senior (SE),3,Small (S),1,2025,4,2025-04
Autonomous Systems Engineer,184210.0,EX,CT,M,100,Bachelor,11,Finance,2025-02-15,8.3,SINGAPORE,Expert (EX),4,Medium (M),2,2025,2,2025-02
Autonomous Systems Engineer,204393.0,EX,FT,S,0,Bachelor,14,Energy,2024-04-04,9.4,AUSTRALIA,Expert (EX),4,Small (S),1,2024,4,2024-04
Robotics Engineer,235308.0,EX,CT,S,50,Associate,12,Media,2025-01-01,8.1,SWITZERLAND,Expert (EX),4,Small (S),1,2025,1,2025-01
Data Scientist,94171.0,SE,PT,S,50,Associate,8,Education,2024-06-12,9.4,SOUTH KOREA,Senior (SE),3,Small (S),1,2024,6,2024-06
Data Scientist,70652.0,EN,CT,M,50,Associate,0,Manufacturing,2024-01-19,6.9,UNITED STATES,Entry (EN),1,Medium (M),2,2024,1,2024-01
Data Engineer,203293.0,SE,FL,L,0,Bachelor,7,Government,2024-05-05,9.3,NORWAY,Senior (SE),3,Large (L),3,2024,5,2024-05
NLP Engineer,37895.0,EN,CT,M,50,Bachelor,1,Consulting,2024-06-28,6.3,IRELAND,Entry (EN),1,Medium (M),2,2024,6,2024-06
Autonomous Systems Engineer,294580.0,EX,FT,L,100,Master,11,Education,2024-09-23,8.8,UNITED KINGDOM,Expert (EX),4,Large (L),3,2024,9,2024-09
Robotics Engineer,45727.0,EN,FL,M,0,Bachelor,0,Healthcare,2024-11-13,5.5,CHINA,Entry (EN),1,Medium (M),2,2024,11,2024-11
NLP Engineer,54601.0,EN,FT,L,100,Associate,0,Retail,2024-06-23,9.5,IRELAND,Entry (EN),1,Large (L),3,2024,6,2024-06
Research Scientist,273000.0,EX,CT,L,100,PhD,15,Media,2024-03-10,8.4,FRANCE,Expert (EX),4,Large (L),3,2024,3,2024-03
NLP Engineer,119194.0,SE,FT,M,100,Master,7,Technology,2024-05-31,9.8,UNITED KINGDOM,Senior (SE),3,Medium (M),2,2024,5,2024-05
Head of AI,79912.0,EN,FT,M,0,Bachelor,0,Education,2024-06-26,9.7,DENMARK,Entry (EN),1,Medium (M),2,2024,6,2024-06
Robotics Engineer,121784.0,SE,PT,S,50,Associate,5,Energy,2024-05-24,6.1,FRANCE,Senior (SE),3,Small (S),1,2024,5,2024-05
Data Scientist,117123.0,EX,CT,M,100,Associate,15,Consulting,2025-01-22,7.4,INDIA,Expert (EX),4,Medium (M),2,2025,1,2025-01
AI Specialist,80528.0,SE,FL,M,0,PhD,5,Real Estate,2025-01-29,8.1,CHINA,Senior (SE),3,Medium (M),2,2025,1,2025-01
AI Product Manager,101695.0,EX,CT,S,100,Master,17,Media,2025-01-29,6.3,JAPAN,Expert (EX),4,Small (S),1,2025,1,2025-01
Deep Learning Engineer,90293.0,EN,FT,S,100,Associate,0,Retail,2024-12-09,7.9,SWITZERLAND,Entry (EN),1,Small (S),1,2024,12,2024-12
AI Software Engineer,81213.0,SE,FL,S,50,Bachelor,8,Transportation,2024-12-12,7.8,JAPAN,Senior (SE),3,Small (S),1,2024,12,2024-12
AI Specialist,217666.0,EX,PT,L,100,Bachelor,18,Telecommunications,2024-01-30,9.2,NETHERLANDS,Expert (EX),4,Large (L),3,2024,1,2024-01
Data Engineer,105738.0,EN,PT,M,50,Bachelor,0,Telecommunications,2024-05-21,5.1,SWITZERLAND,Entry (EN),1,Medium (M),2,2024,5,2024-05
NLP Engineer,117694.0,MI,FL,L,100,Associate,2,Healthcare,2024-07-30,7.6,DENMARK,Mid (MI),2,Large (L),3,2024,7,2024-07
Data Engineer,56196.0,EN,FT,L,50,Associate,0,Finance,2024-02-02,9.4,INDIA,Entry (EN),1,Large (L),3,2024,2,2024-02
AI Software Engineer,56717.0,EN,FT,M,0,Master,0,Retail,2024-06-19,6.3,SOUTH KOREA,Entry (EN),1,Medium (M),2,2024,6,2024-06
Head of AI,201006.0,EX,FT,L,50,Bachelor,18,Gaming,2024-08-16,7.3,IRELAND,Expert (EX),4,Large (L),3,2024,8,2024-08
Data Analyst,87777.0,MI,PT,M,100,Bachelor,3,Media,2024-09-25,7.9,GERMANY,Mid (MI),2,Medium (M),2,2024,9,2024-09
Computer Vision Engineer,74324.0,MI,PT,M,0,Master,2,Media,2024-10-25,6.7,FRANCE,Mid (MI),2,Medium (M),2,2024,10,2024-10
Principal Data Scientist,68284.0,MI,FT,S,50,Master,3,Energy,2024-01-14,9.5,CANADA,Mid (MI),2,Small (S),1,2024,1,2024-01
Robotics Engineer,126517.0,EX,FT,L,0,PhD,16,Education,2024-06-01,8.7,FINLAND,Expert (EX),4,Large (L),3,2024,6,2024-06
NLP Engineer,159567.0,EX,FT,S,0,PhD,10,Telecommunications,2025-02-16,7.1,FRANCE,Expert (EX),4,Small (S),1,2025,2,2025-02
Head of AI,133993.0,EX,PT,L,0,Associate,11,Telecommunications,2024-10-05,7.5,INDIA,Expert (EX),4,Large (L),3,2024,10,2024-10
Machine Learning Researcher,80228.0,MI,CT,S,50,Bachelor,3,Energy,2024-07-06,6.1,SINGAPORE,Mid (MI),2,Small (S),1,2024,7,2024-07
AI Consultant,60659.0,EN,CT,S,100,Associate,0,Automotive,2024-08-01,8.9,UNITED KINGDOM,Entry (EN),1,Small (S),1,2024,8,2024-08
AI Architect,276168.0,EX,CT,L,100,Bachelor,10,Telecommunications,2024-10-02,5.2,NETHERLANDS,Expert (EX),4,Large (L),3,2024,10,2024-10
Machine Learning Engineer,68938.0,MI,FT,L,100,PhD,4,Transportation,2024-02-08,6.7,AUSTRIA,Mid (MI),2,Large (L),3,2024,2,2024-02
Computer Vision Engineer,161183.0,SE,PT,S,0,Associate,8,Healthcare,2024-11-09,6.8,DENMARK,Senior (SE),3,Small (S),1,2024,11,2024-11
Machine Learning Engineer,66292.0,MI,FT,S,50,Associate,3,Government,2024-12-22,9.2,ISRAEL,Mid (MI),2,Small (S),1,2024,12,2024-12
Machine Learning Researcher,69492.0,EN,FT,S,100,Associate,0,Real Estate,2025-04-08,8.9,AUSTRALIA,Entry (EN),1,Small (S),1,2025,4,2025-04
Machine Learning Researcher,254219.0,EX,FL,M,100,PhD,18,Government,2024-04-21,7.0,GERMANY,Expert (EX),4,Medium (M),2,2024,4,2024-04
Computer Vision Engineer,144810.0,EX,PT,M,50,Master,12,Energy,2024-01-25,5.8,JAPAN,Expert (EX),4,Medium (M),2,2024,1,2024-01
Data Analyst,65245.0,EN,CT,L,50,Associate,0,Media,2024-09-15,5.5,AUSTRALIA,Entry (EN),1,Large (L),3,2024,9,2024-09
AI Software Engineer,84028.0,SE,PT,M,0,Associate,6,Technology,2024-12-11,6.1,CHINA,Senior (SE),3,Medium (M),2,2024,12,2024-12
Data Analyst,108002.0,SE,PT,S,50,Master,9,Automotive,2025-04-02,9.8,FRANCE,Senior (SE),3,Small (S),1,2025,4,2025-04
Robotics Engineer,134679.0,SE,CT,L,0,Associate,5,Technology,2024-08-23,9.2,SWEDEN,Senior (SE),3,Large (L),3,2024,8,2024-08
